year,county,Hospital,OSHPDID,Surgery,# of Cases (ICD 9),# of Cases (ICD 10),LATITUDE,LONGITUDE
2013,Placer,Sutter Roseville Medical Center,106311000,BLADDER,5,,38.76439,-121.25055
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,STOMACH,3,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,RECTUM,15,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,PROSTATE,17,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,LUNG,29,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,LIVER,1,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,ESOPHAGUS,9,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,COLON,69,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,BREAST,370,,38.74636,-121.25107
2013,Placer,Kaiser Foundation Hospital – Roseville,106314024,BLADDER,9,,38.74636,-121.25107
2013,Plumas,Plumas District Hospital,106320986,RECTUM,1,,39.93938,-120.96244
2013,Plumas,Plumas District Hospital,106320986,COLON,1,,39.93938,-120.96244
2013,Plumas,Seneca Healthcare District,106321016,BREAST,1,,40.30518,-121.23421
2013,Riverside,Corona Regional Medical Center – Main,106331152,STOMACH,1,,33.8733354,-117.5668015
2013,Riverside,Corona Regional Medical Center – Main,106331152,RECTUM,5,,33.8733354,-117.5668015
2013,Riverside,Corona Regional Medical Center – Main,106331152,PROSTATE,1,,33.8733354,-117.5668015
2013,Riverside,Corona Regional Medical Center – Main,106331152,LIVER,1,,33.8733354,-117.5668015
2013,Riverside,Corona Regional Medical Center – Main,106331152,COLON,6,,33.8733354,-117.5668015
2013,Riverside,Corona Regional Medical Center – Main,106331152,BREAST,38,,33.8733354,-117.5668015
2013,Riverside,Desert Regional Medical Center,106331164,STOMACH,3,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,RECTUM,8,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,PANCREAS,2,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,LUNG,28,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,LIVER,4,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,ESOPHAGUS,1,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,COLON,23,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,BREAST,87,,33.83932,-116.54549
2013,Riverside,Desert Regional Medical Center,106331164,BRAIN,24,,33.83932,-116.54549
2013,Riverside,Eisenhower Medical Center,106331168,STOMACH,5,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,RECTUM,32,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,PROSTATE,80,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,PANCREAS,5,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,LUNG,36,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,LIVER,4,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,COLON,79,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,BREAST,138,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,BRAIN,15,,33.76418,-116.40808
2013,Riverside,Eisenhower Medical Center,106331168,BLADDER,4,,33.76418,-116.40808
2013,Riverside,Hemet Valley Medical Center,106331194,RECTUM,10,,33.75113,-116.95958
2013,Riverside,Hemet Valley Medical Center,106331194,PROSTATE,9,,33.75113,-116.95958
2013,Riverside,Hemet Valley Medical Center,106331194,COLON,13,,33.75113,-116.95958
2013,Riverside,Hemet Valley Medical Center,106331194,BREAST,50,,33.75113,-116.95958
2013,Riverside,Hemet Valley Medical Center,106331194,BLADDER,4,,33.75113,-116.95958
2013,Riverside,John F. Kennedy Memorial Hospital,106331216,RECTUM,1,,33.70677,-116.23391
2013,Riverside,John F. Kennedy Memorial Hospital,106331216,ESOPHAGUS,1,,33.70677,-116.23391
2013,Riverside,John F. Kennedy Memorial Hospital,106331216,COLON,10,,33.70677,-116.23391
2013,Riverside,John F. Kennedy Memorial Hospital,106331216,BREAST,10,,33.70677,-116.23391
2013,Riverside,Palo Verde Hospital,106331288,LIVER,1,,33.61315,-114.5956
2013,Riverside,Palo Verde Hospital,106331288,COLON,4,,33.61315,-114.5956
2013,Riverside,Palo Verde Hospital,106331288,BREAST,2,,33.61315,-114.5956
2013,Riverside,Parkview Community Hospital Medical Center,106331293,PROSTATE,5,,33.92573,-117.43996
2013,Riverside,Parkview Community Hospital Medical Center,106331293,COLON,17,,33.92573,-117.43996
2013,Riverside,Parkview Community Hospital Medical Center,106331293,BREAST,68,,33.92573,-117.43996
2013,Riverside,Parkview Community Hospital Medical Center,106331293,ESOPHAGUS,1,,33.92573,-117.43996
2013,Riverside,Riverside Community Hospital,106331312,STOMACH,8,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,RECTUM,16,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,PROSTATE,55,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,PANCREAS,3,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,LUNG,14,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,LIVER,3,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,COLON,61,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,BREAST,148,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,BRAIN,11,,33.97641,-117.37997
2013,Riverside,Riverside Community Hospital,106331312,BLADDER,4,,33.97641,-117.37997
2013,Riverside,San Gorgonio Memorial Hospital,106331326,COLON,8,,33.9295,-116.94678
2013,Riverside,San Gorgonio Memorial Hospital,106331326,BREAST,11,,33.9295,-116.94678
2013,Riverside,Menifee Valley Medical Center,106334018,STOMACH,3,,33.72146,-117.15691
2013,Riverside,Menifee Valley Medical Center,106334018,RECTUM,1,,33.72146,-117.15691
2013,Riverside,Menifee Valley Medical Center,106334018,COLON,7,,33.72146,-117.15691
2013,Riverside,Menifee Valley Medical Center,106334018,BREAST,24,,33.72146,-117.15691
2013,Riverside,Menifee Valley Medical Center,106334018,BLADDER,1,,33.72146,-117.15691
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,STOMACH,8,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,RECTUM,22,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,PROSTATE,1,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,PANCREAS,2,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,LUNG,15,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,LIVER,9,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,ESOPHAGUS,6,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,COLON,46,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,BREAST,172,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Riverside,106334025,BLADDER,5,,33.9063,-117.47082
2013,Riverside,Kaiser Foundation Hospital – Moreno Valley,106334048,COLON,6,,33.89519,-117.18094
2013,Riverside,Kaiser Foundation Hospital – Moreno Valley,106334048,BREAST,33,,33.89519,-117.18094
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,STOMACH,3,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,PROSTATE,13,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,COLON,27,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,BREAST,77,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,BRAIN,9,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,BLADDER,1,,33.55788,-117.18488
2013,Riverside,Southwest Healthcare System – Murrieta,106334068,RECTUM,15,,33.55788,-117.18488
2013,Riverside,Riverside County Regional Medical Center,106334487,STOMACH,1,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,RECTUM,17,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,PROSTATE,9,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,LUNG,10,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,LIVER,6,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,COLON,12,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,BREAST,77,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,BRAIN,10,,33.91187,-117.19525
2013,Riverside,Riverside County Regional Medical Center,106334487,BLADDER,3,,33.91187,-117.19525
2013,Riverside,Temecula Valley Hospital,106334564,RECTUM,1,,33.4795943,-117.1048018
2013,Riverside,Temecula Valley Hospital,106334564,COLON,1,,33.4795943,-117.1048018
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,STOMACH,2,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,RECTUM,7,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LUNG,7,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,LIVER,1,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,COLON,22,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,BREAST,66,,33.6122263,-117.1624483
2013,Riverside,Loma Linda University Medical Center – Murrieta,106334589,BRAIN,3,,33.6122263,-117.1624483
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,STOMACH,7,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,RECTUM,8,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,PROSTATE,3,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,PANCREAS,15,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,LUNG,17,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,LIVER,9,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,ESOPHAGUS,2,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,COLON,44,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,BREAST,209,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,BRAIN,86,,38.60197,-121.39232
2013,Sacramento,Kaiser Foundation Hospital – Sacramento,106340913,BLADDER,1,,38.60197,-121.39232
2013,Sacramento,Mercy General Hospital,106340947,STOMACH,4,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,RECTUM,20,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,PROSTATE,23,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,PANCREAS,1,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,COLON,40,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,BREAST,168,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,BRAIN,9,,38.56955,-121.45271
2013,Sacramento,Mercy General Hospital,106340947,BLADDER,3,,38.56955,-121.45271
2013,Sacramento,Mercy San Juan Hospital,106340950,LUNG,54,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,STOMACH,3,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,RECTUM,11,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,PROSTATE,72,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,LIVER,1,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,ESOPHAGUS,3,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,COLON,38,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,BREAST,99,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,BRAIN,18,,38.66818,-121.31261
2013,Sacramento,Mercy San Juan Hospital,106340950,BLADDER,2,,38.66818,-121.31261
2013,Sacramento,Methodist Hospital of Sacramento,106340951,RECTUM,4,,38.46416,-121.41744
2013,Sacramento,Methodist Hospital of Sacramento,106340951,PANCREAS,2,,38.46416,-121.41744
2013,Sacramento,Methodist Hospital of Sacramento,106340951,COLON,19,,38.46416,-121.41744
2013,Sacramento,Methodist Hospital of Sacramento,106340951,BREAST,151,,38.46416,-121.41744
2013,Sacramento,Methodist Hospital of Sacramento,106340951,STOMACH,3,,38.46416,-121.41744
2013,Sacramento,UC Davis Medical Center,106341006,STOMACH,6,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,RECTUM,16,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,PROSTATE,85,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,PANCREAS,20,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,LUNG,63,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,ESOPHAGUS,12,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,COLON,27,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,BREAST,222,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,BRAIN,37,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,BLADDER,27,,38.55438,-121.45738
2013,Sacramento,UC Davis Medical Center,106341006,LIVER,16,,38.55438,-121.45738
2013,Sacramento,Sutter General Hospital,106341051,STOMACH,11,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,RECTUM,11,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,PROSTATE,81,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,PANCREAS,13,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,LUNG,24,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,LIVER,9,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,ESOPHAGUS,5,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,COLON,60,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,BREAST,335,,38.57176,-121.47008
2013,Sacramento,Sutter General Hospital,106341051,BRAIN,30,,38.57176,-121.47008
2013,Sacramento,Sutter Memorial Hospital,106341052,LUNG,5,,38.57071,-121.43948
2013,Sacramento,Sutter Memorial Hospital,106341052,COLON,3,,38.57071,-121.43948
2013,Sacramento,Sutter Memorial Hospital,106341052,BREAST,5,,38.57071,-121.43948
2013,Sacramento,Sutter Memorial Hospital,106341052,BRAIN,13,,38.57071,-121.43948
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,STOMACH,6,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,RECTUM,18,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,PROSTATE,226,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,PANCREAS,2,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LUNG,22,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,LIVER,9,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,ESOPHAGUS,1,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,COLON,50,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,BREAST,242,,38.47144,-121.42409
2013,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,BLADDER,21,,38.47144,-121.42409
2013,Sacramento,Mercy Hospital – Folsom,106344029,RECTUM,2,,38.67223,-121.1428
2013,Sacramento,Mercy Hospital – Folsom,106344029,PROSTATE,33,,38.67223,-121.1428
2013,Sacramento,Mercy Hospital – Folsom,106344029,COLON,14,,38.67223,-121.1428
2013,Sacramento,Mercy Hospital – Folsom,106344029,BREAST,24,,38.67223,-121.1428
2013,Sacramento,Mercy Hospital – Folsom,106344029,BLADDER,2,,38.67223,-121.1428
2013,San Benito,Hazel Hawkins Memorial Hospital,106350784,RECTUM,1,,36.835,-121.38609
2013,San Benito,Hazel Hawkins Memorial Hospital,106350784,COLON,4,,36.835,-121.38609
2013,San Benito,Hazel Hawkins Memorial Hospital,106350784,BREAST,8,,36.835,-121.38609
2013,San Bernardino,Chino Valley Medical Center,106361144,RECTUM,1,,34.02626,-117.687
2013,San Bernardino,Chino Valley Medical Center,106361144,COLON,2,,34.02626,-117.687
2013,San Bernardino,Chino Valley Medical Center,106361144,BREAST,1,,34.02626,-117.687
2013,San Bernardino,Montclair Hospital Medical Center,106361166,COLON,1,,34.07774,-117.69603
2013,San Bernardino,Montclair Hospital Medical Center,106361166,BREAST,13,,34.07774,-117.69603
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,STOMACH,8,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,RECTUM,22,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,PANCREAS,2,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,PROSTATE,26,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,LUNG,51,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,LIVER,3,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,COLON,105,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,ESOPHAGUS,10,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,BREAST,414,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,BRAIN,30,,34.0725,-117.43549
2013,San Bernardino,Kaiser Foundation Hospital – Fontana,106361223,BLADDER,8,,34.0725,-117.43549
2013,San Bernardino,Loma Linda University Medical Center,106361246,STOMACH,4,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,PROSTATE,88,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,PANCREAS,13,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,LUNG,29,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,ESOPHAGUS,3,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,COLON,42,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,BREAST,137,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,BRAIN,34,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,BLADDER,29,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,LIVER,27,,34.05164,-117.26146
2013,San Bernardino,Loma Linda University Medical Center,106361246,RECTUM,14,,34.05164,-117.26146
2013,San Bernardino,Redlands Community Hospital,106361308,STOMACH,5,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,RECTUM,14,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,PROSTATE,20,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,LUNG,10,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,COLON,45,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,BREAST,102,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,BRAIN,2,,34.03699,-117.2044
2013,San Bernardino,Redlands Community Hospital,106361308,BLADDER,5,,34.03699,-117.2044
2013,San Bernardino,San Antonio Community Hospital,106361318,STOMACH,8,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,PROSTATE,37,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,LUNG,17,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,LIVER,1,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,BREAST,121,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,BRAIN,8,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,COLON,47,,34.10056,-117.63828
2013,San Bernardino,San Antonio Community Hospital,106361318,RECTUM,17,,34.10056,-117.63828
2013,San Bernardino,Community Hospital of San Bernardino,106361323,STOMACH,1,,34.13138,-117.32245
2013,San Bernardino,Community Hospital of San Bernardino,106361323,RECTUM,2,,34.13138,-117.32245
2013,San Bernardino,Community Hospital of San Bernardino,106361323,COLON,6,,34.13138,-117.32245
2013,San Bernardino,Community Hospital of San Bernardino,106361323,BREAST,29,,34.13138,-117.32245
2013,San Bernardino,Saint Bernardine Medical Center,106361339,STOMACH,1,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,RECTUM,8,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,PROSTATE,62,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,COLON,13,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,LUNG,13,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,BREAST,77,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,BRAIN,9,,34.1341,-117.27865
2013,San Bernardino,Saint Bernardine Medical Center,106361339,BLADDER,2,,34.1341,-117.27865
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,RECTUM,6,,34.54053,-117.26535
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,LUNG,10,,34.54053,-117.26535
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,COLON,36,,34.54053,-117.26535
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,BREAST,59,,34.54053,-117.26535
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,BLADDER,1,,34.54053,-117.26535
2013,San Bernardino,Saint Mary Medical Center – Apple Valley,106361343,PROSTATE,42,,34.54053,-117.26535
2013,San Bernardino,Victor Valley Global Medical Center,106361370,STOMACH,1,,34.5281768,-117.2925622
2013,San Bernardino,Victor Valley Global Medical Center,106361370,RECTUM,5,,34.5281768,-117.2925622
2013,San Bernardino,Victor Valley Global Medical Center,106361370,COLON,11,,34.5281768,-117.2925622
2013,San Bernardino,Victor Valley Global Medical Center,106361370,BREAST,49,,34.5281768,-117.2925622
2013,San Bernardino,Hi-Desert Medical Center,106362041,COLON,7,,34.13323,-116.27654
2013,San Bernardino,Hi-Desert Medical Center,106362041,BREAST,2,,34.13323,-116.27654
2013,San Bernardino,Desert Valley Hospital,106364144,RECTUM,2,,34.47093,-117.29778
2013,San Bernardino,Desert Valley Hospital,106364144,PROSTATE,14,,34.47093,-117.29778
2013,San Bernardino,Desert Valley Hospital,106364144,LUNG,1,,34.47093,-117.29778
2013,San Bernardino,Desert Valley Hospital,106364144,COLON,14,,34.47093,-117.29778
2013,San Bernardino,Desert Valley Hospital,106364144,BREAST,13,,34.47093,-117.29778
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,STOMACH,2,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,RECTUM,7,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,PROSTATE,13,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,PANCREAS,2,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,LUNG,6,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,LIVER,3,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,ESOPHAGUS,1,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,COLON,19,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,BREAST,86,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,BRAIN,18,,34.07163215,-117.3527761
2013,San Bernardino,Arrowhead Regional Medical Center,106364231,BLADDER,4,,34.07163215,-117.3527761
2013,San Bernardino,Barstow Community Hospital,106364430,COLON,3,,34.8935263,-117.0168841
2013,San Bernardino,Barstow Community Hospital,106364430,BREAST,4,,34.8935263,-117.0168841
2013,San Diego,Alvarado Hospital,106370652,STOMACH,1,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,RECTUM,1,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,PROSTATE,5,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,LUNG,5,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,COLON,13,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,BREAST,23,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,BRAIN,1,,32.77708,-117.05683
2013,San Diego,Alvarado Hospital,106370652,BLADDER,1,,32.77708,-117.05683
2013,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,RECTUM,1,,32.69427,-117.16808
2013,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,LUNG,4,,32.69427,-117.16808
2013,San Diego,Sharp Coronado Hospital and Healthcare Center,106370689,COLON,2,,32.69427,-117.16808
2013,San Diego,Sharp Memorial Hospital,106370694,RECTUM,30,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,PROSTATE,49,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,PANCREAS,5,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,LIVER,13,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,ESOPHAGUS,2,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,COLON,99,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,BREAST,372,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,BRAIN,19,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,BLADDER,8,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,STOMACH,13,,32.80016,-117.15531
2013,San Diego,Sharp Memorial Hospital,106370694,LUNG,32,,32.80016,-117.15531
2013,San Diego,Fallbrook Hospital District,106370705,COLON,2,,33.38026,-117.24509
2013,San Diego,Fallbrook Hospital District,106370705,BREAST,16,,33.38026,-117.24509
2013,San Diego,Grossmont Hospital,106370714,STOMACH,7,,32.77963,-117.00924
2013,San Diego,Grossmont Hospital,106370714,RECTUM,9,,32.77963,-117.00924
